Region,Site,Transect,Family,Genus,Species,Length,Comment,a,b,MaxSizeTL,Diet,Position,sstmean,Biomass,Kmax,somatic_G,Md,Growth_iter
NT,Bitou,T3,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon obreptus,12.377644,,0.01995,2.99,15.3,HerDet,BtPlDw,24.70327881,36.89185414,0.77081722,0.054968269,0.003238389,0.054968269
NT,Bitou,T3,Labridae_Others,Thalassoma,Thalassoma lunare,8.74623,,0.01259,2.96,45,InvMob,BtPlDw,24.70327881,7.723525341,0.144842491,0.037657914,0.005032218,0.037657914
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,4.766443,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,1.557075736,0.716592491,0.008342478,0.006517148,0.008259054
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.288271,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.028052729,0.716592491,0.001023478,0.053559797,0.000982539
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.438853,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.039387947,0.716592491,0.001259654,0.044827459,0.001184075
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.392288,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.035604197,0.716592491,0.001184477,0.047265771,0.001125253
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.831085,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.082559685,0.716592491,0.001961787,0.030408141,0.001922551
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.782935,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.07607447,0.716592491,0.001869475,0.031741131,0.001813391
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.843783,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.084329985,0.716592491,0.001986391,0.030071686,0.001906936
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.491349,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.043968468,0.716592491,0.001346627,0.042314373,0.001252363
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.495123,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.044310951,0.716592491,0.001352968,0.042142541,0.001298849
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.214823,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.464756115,0.716592491,0.005054309,0.012286486,0.005054309
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.009641,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.379571005,0.716592491,0.004567477,0.013662869,0.004567477
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.493977,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.21316344,0.716592491,0.003366087,0.018490716,0.003231444
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,6.295988,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,3.659140324,0.716592491,0.009470958,0.004163492,0.009470958
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.102077,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.126120064,0.716592491,0.002508623,0.024349289,0.002483537
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.651822,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.060172781,0.716592491,0.001626389,0.035894651,0.001528806
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.56792,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.051274011,0.716592491,0.00147757,0.039037239,0.001418467
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.259842,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.157497118,0.716592491,0.002845661,0.021671295,0.002788748
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.736363,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.070137345,0.716592491,0.001781712,0.033122974,0.00167481
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.318338,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.030111688,0.716592491,0.001069012,0.051606864,0.001026251
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.144775,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.019521974,0.716592491,0.000817881,0.064775556,0.000776987
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,1.77217,,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,0.074673144,0.716592491,0.001849054,0.032052131,0.001812073
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008756127
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008666779
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008666779
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008756127
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008756127
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008756127
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008756127
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008666779
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008756127
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008756127
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008756127
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008845475
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
NT,Bitou,T3,Pomacentridae,Pomacentrus,Pomacentrus coelestis,5.176072833,S6,0.01289,3.07,9,Plktiv,BtPlDw,24.70327881,2.005552707,0.716592491,0.008934824,0.005707027,0.008934824
